Giorno,Postazione,Strada,Transiti - Totale
19/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,802
19/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,4204
19/01/2025,291,SP 4 tra San Pietro in Casale e San Vincenzo/San Venanzio,6416
19/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,9873
19/01/2025,295,SP 9 tra Torrile e Colorno,2411
19/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,5126
19/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,5335
19/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),6257
19/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,4129
19/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,3145
19/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,3623
19/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,3982
19/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,5166
19/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,9935
20/01/2025,9,SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe,1021
20/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,14292
20/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),1561
20/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,1046
20/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),11842
20/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,26959
20/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),21558
20/01/2025,53,SS 309 a San Giuseppe di Comacchio,9658
20/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,12592
20/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2731
20/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),9239
20/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),2579
20/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,475
20/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,4500
20/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),3070
20/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,25617
20/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,15647
20/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,15535
20/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,14612
20/01/2025,127,SS 9 tra Piacenza e Pontenure,23168
20/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,16774
20/01/2025,130,SS 62 tra Parma e Collecchio,18688
20/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,20526
20/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,16211
20/01/2025,134,SS 343 tra A 1 (casello Parma) e San Polo,21466
20/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,11854
20/01/2025,137,SP 28 tra Reggio Emilia e Cavriago,20327
20/01/2025,138,SS 63 tra Rivalta (Reggio Emilia) e Puianello,1202
20/01/2025,139,SP 467R tra Fogliano e Scandiano,17072
20/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,22479
20/01/2025,146,SS 12 tra Montale Rangone e Modena (viadotto A 1),18842
20/01/2025,147,SS 623 tra A 1 (casello Modena sud) e Spilamberto,1463
20/01/2025,148,SS 9 tra Modena (Fossalta) e ponte fiume Panaro,24855
20/01/2025,149,SP 255 tra Modena e Navicello (viadotto ferroviario AV),31598
20/01/2025,150,SS 12 tra Modena e Bastiglia,21876
20/01/2025,151,SS 413 tra Modena e Soliera,19584
20/01/2025,152,SS 569 tra tangenziale Bologna e Riale (Zola Predosa/SP 26),64045
20/01/2025,153,Via Porrettana (ex SS 64) tra Bologna e Sasso Marconi,11021
20/01/2025,155,Via Emilia (ex SS 9) tra San Lazzaro e Idice (ponte torrente Idice),13138
20/01/2025,156,SS 253 tra Villanova di Castenaso/Ca' dell'Orbo e Castenaso,18879
20/01/2025,162,SS 9 al confine provinciale Modena/Bologna tra Cavazzona e Ponte Samoggia,15244
20/01/2025,170,SS 67 tra Castrocaro Terme (Rovere) e Forli',9084
20/01/2025,171,SP 56 tra Forli' e SS 67 (Castrocaro Terme),6916
20/01/2025,173,SP 4 (ex SS 310) tra Magliano/Carpena (Forli') e bivo Para/Meldola,8723
20/01/2025,174,SS 9 tra Ronco e Forlimpopoli ,25192
20/01/2025,177,NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice,15669
20/01/2025,184,SS 16 a Rimini Miramare presso aeroporto Federico Fellini,24904
20/01/2025,186,SS 16 tra Rimini e Bellaria-Igea Marina,27573
20/01/2025,218,SP 10 tra Polesine Parmense e Ragazzola (ponte fiume Po),2349
20/01/2025,221,SS 9 tra Fidenza e A 15 (casello Parma ovest),22807
20/01/2025,222,SP 359R tra Fidenza e Salsomaggiore Terme,14734
20/01/2025,223,SS 357 tra Castelguelfo (SS 9) e Noceto,9604
20/01/2025,226,SP 32 al ponte sul torrente Parma  tra SP 16 (Mamiano/Santa Mari del Piano) e Pilastro/Pannocchia ,11384
20/01/2025,227,SP 34 tra Casale/Mezzani e Coenzo (confine provinciale Parma/Reggio Emilia),4583
20/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),801
20/01/2025,229,SP 111 tra Poviglio e Boretto,10367
20/01/2025,230,SP 62Rvar tra Boretto e Gualtieri ,10087
20/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,6302
20/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,14501
20/01/2025,238,SP 37 tra Albinea e Scandiano,10721
20/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),2362
20/01/2025,243,SP 27 a Calcara tra Ponte Samoggia e Muffa,6831
20/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),5824
20/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,1046
20/01/2025,251,SP 610 tra Imola e Casalfiumanese ,12109
20/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,9223
20/01/2025,256,SP 302R tra Faenza e Brisighella,7711
20/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),7404
20/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,28835
20/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),14502
20/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,15598
20/01/2025,269,SS 12 tra Tre Torri (Cavezzo) e Medolla,19002
20/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,10437
20/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),12048
20/01/2025,278,SP 6 tra Budrio e SS 253,11914
20/01/2025,279,SP 31 tra Colunga (SP 28/Castenaso) e Ponte Rizzoli,13075
20/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,19221
20/01/2025,281,SP 78/1 tra Bazzano e Monteveglio,5652
20/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,5981
20/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),7989
20/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,12969
20/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,6811
20/01/2025,291,SP 4 tra San Pietro in Casale e San Vincenzo/San Venanzio,10117
20/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,16364
20/01/2025,295,SP 9 tra Torrile e Colorno,476
20/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,7764
20/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,6515
20/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),9621
20/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,6589
20/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,3801
20/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,4204
20/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,3955
20/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,6295
20/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,17574
21/01/2025,9,SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe,9920
21/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,14393
21/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),1637
21/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,10727
21/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),11907
21/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,27404
21/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),22131
21/01/2025,53,SS 309 a San Giuseppe di Comacchio,10136
21/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,13134
21/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2682
21/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),9456
21/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),2569
21/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,4562
21/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,4230
21/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),3700
21/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,26946
21/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,1617
21/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,15782
21/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,15294
21/01/2025,127,SS 9 tra Piacenza e Pontenure,2383
21/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,17356
21/01/2025,130,SS 62 tra Parma e Collecchio,19371
21/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,21281
21/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,16627
21/01/2025,134,SS 343 tra A 1 (casello Parma) e San Polo,21666
21/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,12392
21/01/2025,137,SP 28 tra Reggio Emilia e Cavriago,21007
21/01/2025,138,SS 63 tra Rivalta (Reggio Emilia) e Puianello,13813
21/01/2025,139,SP 467R tra Fogliano e Scandiano,17455
21/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,23276
21/01/2025,146,SS 12 tra Montale Rangone e Modena (viadotto A 1),19362
21/01/2025,147,SS 623 tra A 1 (casello Modena sud) e Spilamberto,15224
21/01/2025,148,SS 9 tra Modena (Fossalta) e ponte fiume Panaro,25691
21/01/2025,149,SP 255 tra Modena e Navicello (viadotto ferroviario AV),32202
21/01/2025,150,SS 12 tra Modena e Bastiglia,2184
21/01/2025,151,SS 413 tra Modena e Soliera,22894
21/01/2025,152,SS 569 tra tangenziale Bologna e Riale (Zola Predosa/SP 26),64968
21/01/2025,153,Via Porrettana (ex SS 64) tra Bologna e Sasso Marconi,11368
21/01/2025,155,Via Emilia (ex SS 9) tra San Lazzaro e Idice (ponte torrente Idice),13762
21/01/2025,156,SS 253 tra Villanova di Castenaso/Ca' dell'Orbo e Castenaso,19206
21/01/2025,162,SS 9 al confine provinciale Modena/Bologna tra Cavazzona e Ponte Samoggia,15826
21/01/2025,170,SS 67 tra Castrocaro Terme (Rovere) e Forli',9165
21/01/2025,171,SP 56 tra Forli' e SS 67 (Castrocaro Terme),689
21/01/2025,173,SP 4 (ex SS 310) tra Magliano/Carpena (Forli') e bivo Para/Meldola,8577
21/01/2025,174,SS 9 tra Ronco e Forlimpopoli ,25563
21/01/2025,177,NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice,17202
21/01/2025,184,SS 16 a Rimini Miramare presso aeroporto Federico Fellini,2454
21/01/2025,186,SS 16 tra Rimini e Bellaria-Igea Marina,27604
21/01/2025,218,SP 10 tra Polesine Parmense e Ragazzola (ponte fiume Po),2571
21/01/2025,221,SS 9 tra Fidenza e A 15 (casello Parma ovest),23412
21/01/2025,222,SP 359R tra Fidenza e Salsomaggiore Terme,15159
21/01/2025,223,SS 357 tra Castelguelfo (SS 9) e Noceto,9743
21/01/2025,226,SP 32 al ponte sul torrente Parma  tra SP 16 (Mamiano/Santa Mari del Piano) e Pilastro/Pannocchia ,11822
21/01/2025,227,SP 34 tra Casale/Mezzani e Coenzo (confine provinciale Parma/Reggio Emilia),4744
21/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),8243
21/01/2025,229,SP 111 tra Poviglio e Boretto,10668
21/01/2025,230,SP 62Rvar tra Boretto e Gualtieri ,10358
21/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,6717
21/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,15311
21/01/2025,238,SP 37 tra Albinea e Scandiano,10962
21/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),23964
21/01/2025,243,SP 27 a Calcara tra Ponte Samoggia e Muffa,7045
21/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),5896
21/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,10862
21/01/2025,251,SP 610 tra Imola e Casalfiumanese ,12435
21/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,9214
21/01/2025,256,SP 302R tra Faenza e Brisighella,7679
21/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),7703
21/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,28928
21/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),8508
21/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,15722
21/01/2025,269,SS 12 tra Tre Torri (Cavezzo) e Medolla,1947
21/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,10363
21/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),12489
21/01/2025,278,SP 6 tra Budrio e SS 253,12307
21/01/2025,279,SP 31 tra Colunga (SP 28/Castenaso) e Ponte Rizzoli,13416
21/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,19532
21/01/2025,281,SP 78/1 tra Bazzano e Monteveglio,5992
21/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,6039
21/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),8075
21/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,12823
21/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,6798
21/01/2025,291,SP 4 tra San Pietro in Casale e San Vincenzo/San Venanzio,10113
21/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,16498
21/01/2025,295,SP 9 tra Torrile e Colorno,4797
21/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,8094
21/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,6508
21/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),9918
21/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,6597
21/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,4135
21/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,4255
21/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,4099
21/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,6393
21/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,17557
21/01/2025,311,SP 62Rvar tra San Giacomo e Tagliata,4339
22/01/2025,9,SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe,1076
22/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,14548
22/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),1603
22/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,10446
22/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),11902
22/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,283
22/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),22477
22/01/2025,53,SS 309 a San Giuseppe di Comacchio,10154
22/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,12852
22/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2764
22/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),9563
22/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),2581
22/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,4752
22/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,4110
22/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),3290
22/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,26732
22/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,15762
22/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,16278
22/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,1505
22/01/2025,127,SS 9 tra Piacenza e Pontenure,2361
22/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,16911
22/01/2025,130,SS 62 tra Parma e Collecchio,19752
22/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,21511
22/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,16798
22/01/2025,134,SS 343 tra A 1 (casello Parma) e San Polo,21657
22/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,12157
22/01/2025,137,SP 28 tra Reggio Emilia e Cavriago,10361
22/01/2025,138,SS 63 tra Rivalta (Reggio Emilia) e Puianello,12669
22/01/2025,139,SP 467R tra Fogliano e Scandiano,17794
22/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,23224
22/01/2025,146,SS 12 tra Montale Rangone e Modena (viadotto A 1),19875
22/01/2025,147,SS 623 tra A 1 (casello Modena sud) e Spilamberto,15348
22/01/2025,148,SS 9 tra Modena (Fossalta) e ponte fiume Panaro,26178
22/01/2025,149,SP 255 tra Modena e Navicello (viadotto ferroviario AV),33566
22/01/2025,150,SS 12 tra Modena e Bastiglia,22273
22/01/2025,151,SS 413 tra Modena e Soliera,23368
22/01/2025,152,SS 569 tra tangenziale Bologna e Riale (Zola Predosa/SP 26),65806
22/01/2025,153,Via Porrettana (ex SS 64) tra Bologna e Sasso Marconi,11383
22/01/2025,154,SS 65bis tra Rastignano e Pian di Macina/Pianoro,1163
22/01/2025,155,Via Emilia (ex SS 9) tra San Lazzaro e Idice (ponte torrente Idice),13708
22/01/2025,156,SS 253 tra Villanova di Castenaso/Ca' dell'Orbo e Castenaso,1913
22/01/2025,162,SS 9 al confine provinciale Modena/Bologna tra Cavazzona e Ponte Samoggia,15585
22/01/2025,170,SS 67 tra Castrocaro Terme (Rovere) e Forli',9077
22/01/2025,171,SP 56 tra Forli' e SS 67 (Castrocaro Terme),7034
22/01/2025,173,SP 4 (ex SS 310) tra Magliano/Carpena (Forli') e bivo Para/Meldola,8805
22/01/2025,174,SS 9 tra Ronco e Forlimpopoli ,25953
22/01/2025,177,NSA 313 complanare sud alla A 14 nel tratto tra San Lazzaro e Idice,17116
22/01/2025,184,SS 16 a Rimini Miramare presso aeroporto Federico Fellini,23923
22/01/2025,186,SS 16 tra Rimini e Bellaria-Igea Marina,27042
22/01/2025,218,SP 10 tra Polesine Parmense e Ragazzola (ponte fiume Po),2472
22/01/2025,221,SS 9 tra Fidenza e A 15 (casello Parma ovest),23207
22/01/2025,222,SP 359R tra Fidenza e Salsomaggiore Terme,15075
22/01/2025,223,SS 357 tra Castelguelfo (SS 9) e Noceto,959
22/01/2025,226,SP 32 al ponte sul torrente Parma  tra SP 16 (Mamiano/Santa Mari del Piano) e Pilastro/Pannocchia ,11807
22/01/2025,227,SP 34 tra Casale/Mezzani e Coenzo (confine provinciale Parma/Reggio Emilia),4567
22/01/2025,228,SP 62R tra Brescello e Sorbolo (confine provinciale Reggio Emilia/Parma),8592
22/01/2025,229,SP 111 tra Poviglio e Boretto,10882
22/01/2025,230,SP 62Rvar tra Boretto e Gualtieri ,10368
22/01/2025,231,SP 63R tra Santa Vittoria e Gualtieri ,6561
22/01/2025,237,SP 23 tra Quattro Castella e Montecavolo,15447
22/01/2025,238,SP 37 tra Albinea e Scandiano,11419
22/01/2025,239,SP 486R a Veggia tra Castellarano e SP467R (ponte fiume Secchia-confine provinciale Reggio Emilia/Modena),24131
22/01/2025,243,SP 27 a Calcara tra Ponte Samoggia e Muffa,7191
22/01/2025,245,SS 569 tra Savignano sul Panaro e Bazzano (confine provinciale Modena/Bologna),6104
22/01/2025,247,SP 255 tra Nonantola e Sant'Agata Bolognese,11036
22/01/2025,251,SP 610 tra Imola e Casalfiumanese ,12702
22/01/2025,252,SS 253bis a Villa Fontana tra Budrio e Medicina,8894
22/01/2025,256,SP 302R tra Faenza e Brisighella,7764
22/01/2025,259,SP 7 (ex SS 71bis) a La Pioppa tra A 14 (casello Cesena) e confine provinciale Forli'-Cesena/Ravenna (SSPP 33),7887
22/01/2025,261,SS 9 a Case Missiroli tra tangenziale di Cesena e Gambettola,29314
22/01/2025,262,SS 9 tra Savignano sul Rubicone e Santarcangelo di Romagna (confine provinciale Forli'-Cesena/Ravenna),14616
22/01/2025,263,Via Adriatica (ex SS 16) tra Riccione e Misano Adriatico,15676
22/01/2025,269,SS 12 tra Tre Torri (Cavezzo) e Medolla,19782
22/01/2025,275,SP 5 tra Granarolo dell'Emilia e Minerbio,10544
22/01/2025,276,SS 253bis tra Granarolo dell'Emilia e ponte torrente Idice (Riccardina),12012
22/01/2025,278,SP 6 tra Budrio e SS 253,12297
22/01/2025,279,SP 31 tra Colunga (SP 28/Castenaso) e Ponte Rizzoli,13548
22/01/2025,280,SP 26 tra Gesso e Ponte Rivabella,19645
22/01/2025,281,SP 78/1 tra Bazzano e Monteveglio,596
22/01/2025,285,SP 1 tra Crevalcore e San Matteo della Decima,6147
22/01/2025,287,SP 6 tra Cento e Reno Finalese/Reno Centese (confine provinciale Ferrara/Modena),8103
22/01/2025,289,SP 66 (ex SS 255) tra Cento e Sant'Agostino,13127
22/01/2025,290,SP 11 tra Pieve di Cento e San Pietro in Casale,6974
22/01/2025,291,SP 4 tra San Pietro in Casale e San Vincenzo/San Venanzio,10282
22/01/2025,292,SP 4 tra San Giorgio di Piano e San Pietro in Casale,1657
22/01/2025,295,SP 9 tra Torrile e Colorno,4949
22/01/2025,301,SP 4 tra Fiorenzuola d'Arda e Castell'Arquato,7966
22/01/2025,302,SP 12 tra A 1 (casello Fidenza-Salsomaggiore) e Soragna,6613
22/01/2025,303,SP 11 tra Borgonovo Val Tidone e Mottaziana (ponte torrente Tidone),9764
22/01/2025,304,SP 42 tra Podenzano e bivio ponte torrente Nure a San Giorgio Piacentino,6596
22/01/2025,305,SP 6bis tra Carpaneto Piacentino e Castell'Arquato,4174
22/01/2025,306,SS 654 tra Ponte dell'Olio e Bettola,4096
22/01/2025,307,SS 45 a Travo tra Rivergaro e Perino,3985
22/01/2025,308,SS 412 tra Pianello Val Tidone e Borgonovo Val Tidone,6796
22/01/2025,310,SP 358R tra Cadelbosco di Sopra e Castelnovo di Sotto,17581
22/01/2025,311,SP 62Rvar tra San Giacomo e Tagliata,8224
23/01/2025,9,SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe,9860
23/01/2025,12,SS 16 tra A 14 (casello Cattolica) e confine regionale Marche,14466
23/01/2025,16,SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia),161
23/01/2025,17,SS 12 tra Mirandola e confine regionale Lombardia,10691
23/01/2025,19,SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia),11923
23/01/2025,25,SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia,2781
23/01/2025,29,SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia),22268
23/01/2025,53,SS 309 a San Giuseppe di Comacchio,9834
23/01/2025,95,SS 10 tra Castel San Giovanni e Sarmato,13209
23/01/2025,98,SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana),2608
23/01/2025,107,SP 85 tra Rubiera e Fontana (viadotto A 1),964
23/01/2025,112,SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia),14299
23/01/2025,115,SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto),262
23/01/2025,116,SP 138 tra San Piero in Bagno (svincolo E 45) e Bagno di Romagna,4663
23/01/2025,117,SS 63 tra Collagna (Cerreto Alpi) e confine regionale Toscana,3640
23/01/2025,118,SS 45 tra Ottone e Gorreto (confine regionale Liguria),3520
23/01/2025,122,SS 10 tra Piacenza (ponte fiume Trebbia) e San Nicolo' a Trebbia,27123
23/01/2025,123,SP 28 presso tangenziale sud di Piacenza tra Piacenza e Gossolengo,16813
23/01/2025,124,SS 45 a Quarto tra Piacenza e Settima/Niviano,16003
23/01/2025,126,SP 6 presso tangenziale sud di Piacenza (Mucinasso) tra Piacenza e San Giorgio Piacentino,15231
23/01/2025,127,SS 9 tra Piacenza e Pontenure,23613
23/01/2025,128,SS 10 tra A 1/A 21 (casello Piacenza sud) e il bivio SP 587R,17183
23/01/2025,130,SS 62 tra Parma e Collecchio,19638
23/01/2025,132,SP 513R tra Parma e bivio Pilastrello/Monticelli Terme,21394
23/01/2025,133,SP 62R tra Parma (viadotto A 1) e Sorbolo,17118
23/01/2025,134,SS 343 tra A 1 (casello Parma) e San Polo,22236
23/01/2025,135,SP 10 tra Parma (viadotto A 1) e Viarolo,12412
23/01/2025,138,SS 63 tra Rivalta (Reggio Emilia) e Puianello,12638
23/01/2025,139,SP 467R tra Fogliano e Scandiano,17926
23/01/2025,140,SS 9 tra Reggio Emilia e Rubiera,24132
23/01/2025,146,SS 12 tra Montale Rangone e Modena (viadotto A 1),19989
23/01/2025,147,SS 623 tra A 1 (casello Modena sud) e Spilamberto,1547
23/01/2025,148,SS 9 tra Modena (Fossalta) e ponte fiume Panaro,26151
23/01/2025,149,SP 255 tra Modena e Navicello (viadotto ferroviario AV),32844
