Giorno,Postazione,Strada,Transiti - Totale
22/02/2025,430,SP 28 nell'abitato di Montecchio Emilia tra via Galvani/Volta e variante est,753
23/02/2025,430,SP 28 nell'abitato di Montecchio Emilia tra via Galvani/Volta e variante est,5606
24/02/2025,430,SP 28 nell'abitato di Montecchio Emilia tra via Galvani/Volta e variante est,9831
25/02/2025,430,SP 28 nell'abitato di Montecchio Emilia tra via Galvani/Volta e variante est,10172
14/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6557
15/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,5703
16/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,3725
17/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,622
18/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6633
19/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6758
20/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6711
21/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6973
22/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,5793
23/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,3785
24/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6334
25/02/2025,431,SP 12 tra Sant'Ilario d'Enza e Montecchio Emilia,6688
12/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,107
13/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,11135
14/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,1055
15/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,7471
16/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,682
17/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,10542
18/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,11025
19/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,11175
20/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,11514
21/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,11282
22/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,7487
23/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,6373
24/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,10831
25/02/2025,432,SP 67 tra Calerno e Montecchio Emilia,11106
12/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8433
13/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8702
14/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8654
15/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,676
16/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,598
17/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8242
18/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8261
19/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8423
20/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8572
21/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,9001
22/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,7103
23/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,5538
24/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8224
25/02/2025,435,SP 37 tra Forlimpopoli e Para/Meldola,8443
12/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,8931
13/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,89
14/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,916
15/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,6882
16/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,6802
17/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,8628
18/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,8557
19/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,8929
20/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,9122
21/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,9383
22/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,7449
23/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,6471
24/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,861
25/02/2025,438,SP 14 tra Colombare/Santo Marino e Ponte Verucchio,8614
16/02/2025,441,SP 58 tra San Giovanni in Marignano e il confine regionale (Marche),4405
22/02/2025,441,SP 58 tra San Giovanni in Marignano e il confine regionale (Marche),3698
23/02/2025,441,SP 58 tra San Giovanni in Marignano e il confine regionale (Marche),3941
12/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,3062
13/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,3021
14/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,3054
15/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,2566
16/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,2304
17/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,296
18/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,303
19/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,299
20/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,314
21/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,3239
22/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,2626
23/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,2135
24/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,2948
25/02/2025,442,SP 118 tra Casemurate ed E 45/confine provinciale Ravenna/Forli'-Cesena,2938
12/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6027
13/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6344
14/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6124
15/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,4756
16/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,418
17/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6109
18/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6148
19/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,634
20/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6349
21/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6776
22/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,5017
23/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,4307
24/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,6194
25/02/2025,445,SP 610R tra Fruges/Massalombarda e Conselice,633
12/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5245
13/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5498
14/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5904
15/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5221
16/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),4672
17/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5354
18/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5403
19/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5494
20/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5737
21/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),6199
22/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5003
23/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),4158
24/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5381
25/02/2025,447,SP 28 a Molinazzo di sotto presso ponte fiume Trebbia (Comune di Gossolengo),5271
12/02/2025,448,SP 5 tra Reggiolo e Novellara,7239
13/02/2025,448,SP 5 tra Reggiolo e Novellara,7556
14/02/2025,448,SP 5 tra Reggiolo e Novellara,7435
15/02/2025,448,SP 5 tra Reggiolo e Novellara,6065
16/02/2025,448,SP 5 tra Reggiolo e Novellara,5509
17/02/2025,448,SP 5 tra Reggiolo e Novellara,7262
18/02/2025,448,SP 5 tra Reggiolo e Novellara,7458
19/02/2025,448,SP 5 tra Reggiolo e Novellara,7449
20/02/2025,448,SP 5 tra Reggiolo e Novellara,7545
21/02/2025,448,SP 5 tra Reggiolo e Novellara,7923
22/02/2025,448,SP 5 tra Reggiolo e Novellara,6575
23/02/2025,448,SP 5 tra Reggiolo e Novellara,5464
24/02/2025,448,SP 5 tra Reggiolo e Novellara,7325
25/02/2025,448,SP 5 tra Reggiolo e Novellara,7692
12/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),11392
13/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),119
14/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),11457
15/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),7506
16/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),7153
17/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),10859
18/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),11582
19/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),11758
20/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),12074
21/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),121
22/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),7546
23/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),6617
24/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),11293
25/02/2025,449,SP 111 tra Calerno e A 1 (casello Terre di Canossa-Campegine),11595
12/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8231
13/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8347
14/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8497
15/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),699
16/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),5513
17/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),7883
18/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8224
19/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8556
20/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8444
21/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8682
22/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),715
23/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),574
24/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8068
25/02/2025,450,SP 35 tra Guastalla e confine regionale Lombardia (ponte fiume Po),8911
12/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11068
13/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11162
14/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11559
15/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,7727
16/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,6776
17/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,10808
18/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,1115
19/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11341
20/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11453
21/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11543
22/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,7907
23/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,7224
24/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11099
25/02/2025,451,SP 62Rvar tra Codisotto (confine regionale Lombardia) e Tagliata,11144
12/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8742
13/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,9057
14/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8609
15/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8005
16/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,6951
17/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8569
18/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8973
19/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8936
20/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,9367
21/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,9303
22/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8137
23/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,6682
24/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,8917
25/02/2025,500,SP 513R tra San Polo d'Enza e Ciano d'Enza,9063
12/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12891
13/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12333
14/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,1207
15/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,7821
16/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,6363
17/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12185
18/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12388
19/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12343
20/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12473
21/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12175
22/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,7693
23/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,5978
24/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,12133
25/02/2025,502,SP 26 tra La Pioppa/Lavino di Mezzo e viadotto A 14,1208
12/02/2025,504,SP 7 tra Idice e Castel dei Britti,11227
13/02/2025,504,SP 7 tra Idice e Castel dei Britti,11073
14/02/2025,504,SP 7 tra Idice e Castel dei Britti,11077
15/02/2025,504,SP 7 tra Idice e Castel dei Britti,9504
16/02/2025,504,SP 7 tra Idice e Castel dei Britti,7773
17/02/2025,504,SP 7 tra Idice e Castel dei Britti,10989
18/02/2025,504,SP 7 tra Idice e Castel dei Britti,11155
19/02/2025,504,SP 7 tra Idice e Castel dei Britti,11333
20/02/2025,504,SP 7 tra Idice e Castel dei Britti,11724
21/02/2025,504,SP 7 tra Idice e Castel dei Britti,11714
22/02/2025,504,SP 7 tra Idice e Castel dei Britti,9836
23/02/2025,504,SP 7 tra Idice e Castel dei Britti,7637
24/02/2025,504,SP 7 tra Idice e Castel dei Britti,11336
25/02/2025,504,SP 7 tra Idice e Castel dei Britti,1099
12/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,14313
13/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,14193
14/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,14653
15/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,1059
16/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,9036
17/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,13947
18/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,13872
19/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,14409
20/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,14585
21/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,15072
22/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,11063
23/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,9151
24/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,13848
25/02/2025,505,SP 610 tra casello A 14 (Imola) e bivio Bubano/Mordano,14426
12/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7859
13/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7857
14/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7478
15/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,539
16/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,5153
17/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7598
18/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7455
19/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7569
20/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7858
21/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7783
22/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,5691
23/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,5014
24/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7342
25/02/2025,600,SP 19 tra A 14 (casello Castel San Pietro Terme) e Medicina,7574
12/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,294
13/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,2945
14/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3133
15/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3116
16/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,2882
17/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,2967
18/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3117
19/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3107
20/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3111
21/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,335
22/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3234
23/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,289
24/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,2902
25/02/2025,601,SP 21 tra Castel San Pietro Terme e San Martino in Pedriolo,3018
12/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),419
13/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4145
14/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4248
15/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),3293
16/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),2911
17/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4146
18/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4414
19/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4335
20/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4424
21/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4466
22/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),3628
23/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),305
24/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4266
25/02/2025,603,SP 10 tra San Matteo della Decima e Bevilacqua (confine provinciale Bologna/Ferrara),4385
12/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),494
13/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),4851
14/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),4707
15/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),2823
16/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),2392
17/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),3191
18/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),1842
22/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),3292
23/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),3084
24/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),4888
25/02/2025,604,SP 37 tra Sasso Marconi e SP 58 (bivio Pian di Macina/Pianoro),4924
12/02/2025,605,SS 623 tra Silla e Gaggio Montano,6682
13/02/2025,605,SS 623 tra Silla e Gaggio Montano,7001
14/02/2025,605,SS 623 tra Silla e Gaggio Montano,7303
15/02/2025,605,SS 623 tra Silla e Gaggio Montano,6411
16/02/2025,605,SS 623 tra Silla e Gaggio Montano,6435
17/02/2025,605,SS 623 tra Silla e Gaggio Montano,6875
18/02/2025,605,SS 623 tra Silla e Gaggio Montano,7005
19/02/2025,605,SS 623 tra Silla e Gaggio Montano,6879
20/02/2025,605,SS 623 tra Silla e Gaggio Montano,7045
21/02/2025,605,SS 623 tra Silla e Gaggio Montano,7827
22/02/2025,605,SS 623 tra Silla e Gaggio Montano,6742
23/02/2025,605,SS 623 tra Silla e Gaggio Montano,552
24/02/2025,605,SS 623 tra Silla e Gaggio Montano,6819
25/02/2025,605,SS 623 tra Silla e Gaggio Montano,6951
12/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,6462
13/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,5456
14/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,6417
15/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,3595
16/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,4237
17/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,4392
18/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,6376
19/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,6668
20/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,547
21/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,5426
22/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,4176
23/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,441
24/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,5991
25/02/2025,606,SP 70 Cispadana tra Sant'Agostino/San Carlo e Poggio Renatico,6227
12/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),15306
13/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),15083
14/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),14666
15/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),11266
16/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),8896
17/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),14675
18/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),14768
19/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),1529
20/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),15327
21/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),15628
22/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),10991
23/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),799
24/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),14631
25/02/2025,608,SP 140 tra Diegaro/Capocolle e Pievesestina (E 45),15009
12/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),3459
13/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),3832
14/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),4092
15/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),4931
16/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),705
17/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),4034
18/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),402
19/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),3927
20/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),4453
21/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),5385
22/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),5001
23/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),5627
24/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),3775
25/02/2025,609,SP 4 tra Marano sul Panaro e bivio per Zocca (SP 26),353
12/02/2025,611,SS 357 tra Fornovo di Taro e Medesano,11674
13/02/2025,611,SS 357 tra Fornovo di Taro e Medesano,12122
14/02/2025,611,SS 357 tra Fornovo di Taro e Medesano,12331
15/02/2025,611,SS 357 tra Fornovo di Taro e Medesano,10082
16/02/2025,611,SS 357 tra Fornovo di Taro e Medesano,7793
17/02/2025,611,SS 357 tra Fornovo di Taro e Medesano,11686
